"FAHHNFC_ACCOUNT","Rekening","FAHHNFC_SECTOR","Institutionele sector","FAHHNFC_INSTRUMENT","Financieel instrument","FREQUENCY","Frequentie","TIME","Periode","Value","Flag Codes","Flags"
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2009-Q4","2009Q4",161,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2010-Q4","2010Q4",-268,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2011-Q4","2011Q4",-159,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2012-Q1","2012Q1",445,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2012-Q4","2012Q4",484,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2013-Q1","2013Q1",294,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2014-Q1","2014Q1",219,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2015-Q1","2015Q1",329,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2016-Q1","2016Q1",-531,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2016-Q2","2016Q2",241,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2017-Q1","2017Q1",1307,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2017-Q2","2017Q2",-148,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2009-Q3","2009Q3",-36,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2010-Q3","2010Q3",3,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2011-Q3","2011Q3",-338,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2012-Q3","2012Q3",-420,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2013-Q3","2013Q3",-23,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2013-Q4","2013Q4",-65,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2014-Q4","2014Q4",-166,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2015-Q4","2015Q4",123,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2016-Q4","2016Q4",-975,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2017-Q4","2017Q4",-229,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2009-Q1","2009Q1",223,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2010-Q1","2010Q1",639,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2010-Q2","2010Q2",-28,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2011-Q1","2011Q1",262,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2011-Q2","2011Q2",71,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2012-Q2","2012Q2",-38,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2013-Q2","2013Q2",-22,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2014-Q2","2014Q2",226,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2014-Q3","2014Q3",-184,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2015-Q2","2015Q2",73,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2015-Q3","2015Q3",-60,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2016-Q3","2016Q3",-68,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2018-Q2","2018Q2",-56,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2019-Q2","2019Q2",199,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2020-Q2","2020Q2",91,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2020-Q3","2020Q3",186,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2018-Q1","2018Q1",667,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2019-Q1","2019Q1",533,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2020-Q1","2020Q1",491,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2017-Q3","2017Q3",-106,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2018-Q3","2018Q3",-184,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2018-Q4","2018Q4",-483,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2019-Q3","2019Q3",-88,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A6","Verzekerings-, pensioen- en standaardgarantieregelingen","Q","Driemaandelijks","2019-Q4","2019Q4",62,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","1998-Q4","1998Q4",1675,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","1999-Q4","1999Q4",1541,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2000-Q4","2000Q4",1793,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","1999-Q3","1999Q3",1605,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2000-Q3","2000Q3",1568,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","1999-Q1","1999Q1",1607,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2001-Q1","2001Q1",2355,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2001-Q2","2001Q2",2457,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2002-Q2","2002Q2",1377,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2003-Q2","2003Q2",988,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2003-Q3","2003Q3",823,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2004-Q2","2004Q2",622,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2004-Q3","2004Q3",601,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2005-Q3","2005Q3",432,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2006-Q3","2006Q3",581,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2007-Q3","2007Q3",1340,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2007-Q4","2007Q4",1372,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2008-Q3","2008Q3",2228,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2008-Q4","2008Q4",2738,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2002-Q1","2002Q1",1666,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2003-Q1","2003Q1",1079,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2004-Q1","2004Q1",682,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2005-Q1","2005Q1",445,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2005-Q2","2005Q2",467,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2006-Q2","2006Q2",544,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2007-Q2","2007Q2",1045,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2008-Q2","2008Q2",1805,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2009-Q2","2009Q2",2024,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","1999-Q2","1999Q2",1515,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2000-Q1","2000Q1",1598,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2000-Q2","2000Q2",1535,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2001-Q3","2001Q3",2520,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2001-Q4","2001Q4",2372,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2002-Q3","2002Q3",1186,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2002-Q4","2002Q4",1111,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2003-Q4","2003Q4",752,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2004-Q4","2004Q4",508,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2005-Q4","2005Q4",395,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2006-Q1","2006Q1",444,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2006-Q4","2006Q4",633,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2007-Q1","2007Q1",914,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2008-Q1","2008Q1",1892,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2009-Q4","2009Q4",690,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2010-Q4","2010Q4",219,,
